Date,Open,High,Low,Close,Quantity
2001-07-13,65.79,67.52,63.97,66.22,10601652
2001-07-16,65.24,65.84,63.53,63.91,7964899
2001-07-17,63.33,64.76,62.58,64.1,6004935
2001-07-18,64.3,64.57,62.56,62.9,7708701
2001-07-19,62.56,62.84,61.79,62.39,6271673
2001-07-20,62.76,62.77,59.77,60.43,9500348
2001-07-23,59.68,60.83,57.75,60.25,722738
2001-07-24,57.98,60.93,57.98,60.51,5154930
2001-07-25,60.54,60.72,59.42,59.81,6363257
2001-07-26,59.29,60.14,58.29,58.68,11302566
2001-07-27,58.42,59.28,57.75,58.91,6657096
2001-07-30,58.8,60.45,58.39,60.22,7791496
2001-07-31,60.59,61.74,58.45,61.38,20584301
2001-08-01,61.78,62.03,60.11,60.73,9741418
2001-08-02,60.45,61.77,59.59,61.18,8453340
2001-08-03,61.12,61.81,59.73,61.06,17822582
2001-08-06,61.02,62.5,60.69,62.22,9480655
2001-08-07,61.8,63.53,61.8,63.36,12198971
2001-08-08,62.54,63.72,62.09,63.23,9272665
2001-08-09,62.76,65.4,62.56,64.64,12105112
2001-08-10,65.06,65.73,64.31,65.41,13179506
2001-08-13,65.35,65.62,62.49,62.86,10313870
2001-08-14,63.47,63.47,61.53,61.8,15328234
2001-08-16,62.18,63.8,61.79,62.93,14954260
2001-08-17,62.95,63.29,60.88,61.13,14052270
2001-08-20,60.64,61.97,60.55,61.19,10280618
2001-08-21,61.22,62.12,61.22,61.39,9624182
2001-08-23,61.58,65.06,60.85,61.02,9046374
2001-08-24,61.22,61.26,60.48,60.67,7763055
2001-08-27,61.22,61.58,60.27,60.7,6810488
2001-08-28,60.43,61.16,60.1,60.22,5360904
2001-08-29,60.06,61.65,60.04,61.29,18015262
2001-08-30,61.07,61.87,60.64,61.43,10285319
2001-08-31,61.29,61.41,59.59,59.9,14613413
2001-09-03,59.87,60.64,59.87,60.19,5998738
2001-09-04,60.23,60.91,59.42,60.51,8296494
2001-09-05,60.25,60.83,59.64,59.9,4378722
2001-09-06,61.22,61.22,59.58,59.98,6293917
2001-09-07,60.39,60.39,58.91,59.23,7592229
2001-09-10,59.1,59.56,58.38,58.55,4691361
2001-09-11,58.81,59.1,58.33,58.72,5443029
2001-09-12,56.79,58.04,53.14,57.35,12903475
2001-09-13,57.75,58.33,55.45,55.88,7493564
2001-09-14,56.15,56.15,50.3,50.3,11717777
2001-09-17,48.56,51.11,46.39,50.56,37116197
2001-09-18,50.05,53.61,48.13,48.73,32285668
2001-09-19,50.05,50.34,46.81,47.53,20032701
2001-09-20,46.57,47.26,44.62,46.18,22681834
2001-09-21,44.98,45.05,41.57,41.71,27258348
2001-09-24,41.87,43.67,41.31,42.57,37800275
2001-09-25,43.33,44.08,39.19,39.77,36989881
2001-09-26,40.41,43.76,40.41,43.73,34050177
2001-09-27,41.38,47.12,41.38,46.53,49851117
2001-09-28,46.97,51.19,45.91,50.94,54078166
2001-10-01,50.82,52.26,48.76,49.96,75768634
2001-10-03,50.24,50.42,46.6,47.47,37073943
2001-10-04,47.94,49.24,46.88,48.02,55304099
2001-10-05,47.93,49.47,46.89,48.25,26499351
2001-10-08,46.59,49.27,46.3,48.58,38549200
2001-10-09,49.09,49.63,47.97,48.72,38423751
2001-10-10,48.51,50.78,48.51,49.69,33585917
2001-10-11,50.05,51.72,50.05,51.09,29488982
2001-10-12,51.43,52.51,51.03,51.41,32579875
2001-10-15,51.13,53.26,50.63,52.67,24609174
2001-10-16,52.92,53.3,52.29,52.67,16832099
2001-10-17,52.94,55.19,52.55,54.78,22150447
2001-10-18,53.84,54.0,52.76,53.12,15693179
2001-10-19,53.03,53.61,52.65,53.23,14434317
2001-10-22,53.27,54.55,51.98,52.51,15656026
2001-10-23,53.26,53.45,52.6,52.92,9847003
2001-10-24,53.52,53.52,50.94,51.2,17770686
2001-10-25,51.78,51.88,50.39,50.8,10289455
2001-10-29,51.21,52.05,49.49,50.14,11318068
2001-10-30,49.28,49.61,48.35,48.62,12871870
2001-10-31,48.9,49.75,47.79,48.97,39827870
2001-11-01,49.47,50.61,49.14,50.18,20293273
2001-11-02,50.15,51.78,50.06,50.62,16427210
2001-11-05,50.7,50.7,49.52,50.34,12737849
2001-11-06,51.01,51.4,49.81,50.53,12505465
2001-11-07,51.11,51.3,49.34,49.88,8266447
2001-11-08,49.86,50.52,48.48,50.18,15422306
2001-11-09,50.72,51.29,50.11,50.83,12839434
2001-11-12,50.99,51.86,50.69,51.24,10296483
2001-11-13,51.21,51.88,50.69,51.68,11916587
2001-11-14,52.34,52.89,52.2,52.59,4575740
